DATA_INICIO,DATA_FIM,CATEGORIA,LOCAL_INICIO,LOCAL_FIM,DISTANCIA,PROPOSITO,DT_REFE
2016-03-19 17:37:00,03-19-2016 17:47,Negocio,Port Bolivar,Port Bolivar,21,Entregas,2016-03-19
2016-03-19 17:52:00,03-19-2016 18:00,Negocio,Port Bolivar,Port Bolivar,12,Indefinido,2016-03-19
2016-03-19 18:53:00,03-19-2016 19:29,Negocio,Port Bolivar,Galveston,75,Reunião,2016-03-19
2016-03-19 19:33:00,03-19-2016 20:39,Negocio,Galveston,Houston,57,Visita Ao Cliente,2016-03-19
2016-03-20 07:37:00,03-20-2016 7:48,Negocio,Midtown,Washington Avenue,59,Reunião,2016-03-20
2016-03-20 11:42:00,03-20-2016 11:56,Negocio,Washington Avenue,Midtown,62,Reunião,2016-03-20
2016-03-20 17:08:00,03-20-2016 17:34,Negocio,Midtown,Sharpstown,104,Indefinido,2016-03-20
2016-03-20 18:34:00,03-20-2016 18:40,Pessoal,Sharpstown,Briar Meadow,12,Indefinido,2016-03-20
2016-03-20 18:45:00,03-20-2016 19:06,Negocio,Briar Meadow,Midtown,96,Visita Ao Cliente,2016-03-20
2016-03-21 10:21:00,03-21-2016 10:26,Pessoal,Midtown,Downtown,1,Indefinido,2016-03-21
2016-03-21 16:05:00,03-21-2016 16:13,Negocio,Downtown,Midtown,9,Alimentação,2016-03-21
2016-03-21 18:59:00,03-21-2016 19:15,Negocio,Midtown,Sharpstown,88,Indefinido,2016-03-21
2016-03-21 20:18:00,03-21-2016 20:55,Negocio,Sharpstown,Midtown,256,Alimentação,2016-03-21
2016-03-22 06:17:00,03-22-2016 6:43,Negocio,Midtown,Greater Greenspoint,23,Alimentação,2016-03-22
2016-03-22 12:06:00,03-22-2016 12:24,Pessoal,Morrisville,Cary,81,Indefinido,2016-03-22
2016-03-22 19:12:00,03-22-2016 19:25,Pessoal,Whitebridge,Whitebridge,14,Indefinido,2016-03-22
2016-03-23 14:37:00,03-23-2016 14:42,Pessoal,Whitebridge,Preston,17,Indefinido,2016-03-23
2016-03-23 14:53:00,03-23-2016 14:59,Pessoal,Preston,Whitebridge,16,Indefinido,2016-03-23
2016-03-24 19:47:00,03-24-2016 19:54,Pessoal,Whitebridge,Westpark Place,2,Indefinido,2016-03-24
2016-03-24 20:34:00,03-24-2016 20:40,Negocio,Westpark Place,Whitebridge,22,Indefinido,2016-03-24
2016-03-25 13:24:00,03-25-2016 16:22,Negocio,Cary,Latta,144,Visita Ao Cliente,2016-03-25
2016-03-25 16:52:00,03-25-2016 22:22,Negocio,Latta,Jacksonville,3103,Visita Ao Cliente,2016-03-25
2016-03-25 22:54:00,03-26-2016 1:39,Negocio,Jacksonville,Kissimmee,201,Reunião,2016-03-25
2016-03-26 14:05:00,03-26-2016 14:29,Pessoal,Couples Glen,Isles of Buena Vista,67,Indefinido,2016-03-26
2016-03-26 15:19:00,03-26-2016 15:49,Pessoal,Kissimmee,Orlando,88,Indefinido,2016-03-26
2016-03-26 16:26:00,03-26-2016 16:30,Pessoal,Lake Reams,Lake Reams,12,Indefinido,2016-03-26
2016-03-27 00:31:00,03-27-2016 0:40,Negocio,Lake Reams,Lake Reams,21,Entregas,2016-03-27
2016-03-27 01:11:00,03-27-2016 1:23,Negocio,Orlando,Kissimmee,66,Alimentação,2016-03-27
2016-03-27 15:31:00,03-27-2016 15:56,Negocio,Kissimmee,Orlando,61,Visita Ao Cliente,2016-03-27
2016-03-27 21:26:00,03-27-2016 21:41,Pessoal,Orlando,Orlando,69,Indefinido,2016-03-27
2016-03-27 23:04:00,03-27-2016 23:18,Pessoal,Orlando,Kissimmee,73,Indefinido,2016-03-27
2016-03-28 12:29:00,03-28-2016 12:42,Pessoal,Kissimmee,Orlando,36,Indefinido,2016-03-28
2016-03-28 19:30:00,03-28-2016 20:23,Pessoal,Couples Glen,Vista East,272,Indefinido,2016-03-28
2016-03-28 22:55:00,03-28-2016 23:26,Pessoal,Orlando,Kissimmee,257,Indefinido,2016-03-28
2016-03-29 15:27:00,03-29-2016 16:11,Pessoal,Kissimmee,Orlando,136,Indefinido,2016-03-29
2016-03-29 18:20:00,03-29-2016 18:39,Pessoal,Sand Lake Commons,Sky Lake,62,Indefinido,2016-03-29
2016-03-29 20:29:00,03-29-2016 20:44,Pessoal,Sky Lake,Sand Lake Commons,6,Indefinido,2016-03-29
2016-03-29 23:04:00,03-29-2016 23:21,Pessoal,Orlando,Kissimmee,138,Indefinido,2016-03-29
2016-03-30 22:05:00,03-30-2016 22:55,Negocio,Orlando,Kissimmee,288,Alimentação,2016-03-30
2016-03-31 12:47:00,03-31-2016 13:22,Negocio,Kissimmee,Orlando,161,Parada Temporária,2016-03-31
2016-03-31 14:37:00,03-31-2016 15:09,Negocio,Orlando,Kissimmee,164,Alimentação,2016-03-31
2016-04-01 13:43:00,04-01-2016 14:01,Negocio,Kissimmee,Kissimmee,11,Reunião,2016-04-01
2016-04-01 14:36:00,04-01-2016 15:24,Negocio,Kissimmee,Orlando,155,Visita Ao Cliente,2016-04-01
2016-04-01 16:01:00,04-01-2016 16:49,Negocio,Orlando,Kissimmee,203,Reunião,2016-04-01
2016-04-01 16:52:00,04-01-2016 16:57,Pessoal,Kissimmee,Kissimmee,7,Indefinido,2016-04-01
2016-04-02 08:48:00,04-02-2016 09:04,Pessoal,Kissimmee,Kissimmee,55,Indefinido,2016-04-02
2016-04-02 11:01:00,04-02-2016 11:16,Pessoal,Kissimmee,Kissimmee,51,Indefinido,2016-04-02
2016-04-02 12:21:00,04-02-2016 14:47,Negocio,Kissimmee,Daytona Beach,773,Visita Ao Cliente,2016-04-02
2016-04-02 16:57:00,04-02-2016 18:09,Negocio,Daytona Beach,Jacksonville,805,Visita Ao Cliente,2016-04-02
2016-04-02 19:38:00,04-02-2016 22:36,Negocio,Jacksonville,Ridgeland,1742,Visita Ao Cliente,2016-04-02
2016-04-02 23:11:00,04-03-2016 01:34,Negocio,Ridgeland,Florence,144,Reunião,2016-04-02
2016-04-03 02:00:00,04-03-2016 04:16,Negocio,Florence,Cary,1593,Reunião,2016-04-03
2016-04-05 21:39:00,04-05-2016 21:55,Negocio,Whitebridge,Wayne Ridge,79,Alimentação,2016-04-05
2016-04-06 00:19:00,04-06-2016 00:39,Negocio,Wayne Ridge,Whitebridge,8,Alimentação,2016-04-06
2016-04-07 18:20:00,04-07-2016 18:39,Negocio,Cary,Morrisville,61,Alimentação,2016-04-07
2016-04-07 19:45:00,04-07-2016 20:00,Negocio,Morrisville,Cary,61,Entregas,2016-04-07
2016-04-08 12:30:00,04-08-2016 12:48,Negocio,Cary,Durham,105,Reunião,2016-04-08
2016-04-08 13:34:00,04-08-2016 13:51,Negocio,Durham,Cary,87,Alimentação,2016-04-08
2016-04-08 13:55:00,04-08-2016 14:03,Negocio,Westpark Place,Whitebridge,18,Entregas,2016-04-08
2016-04-08 14:43:00,04-08-2016 15:20,Negocio,Cary,Raleigh,191,Reunião,2016-04-08
2016-04-08 16:05:00,04-08-2016 16:47,Negocio,Raleigh,Cary,186,Reunião,2016-04-08
2016-04-12 09:15:00,04-12-2016 09:26,Negocio,Whitebridge,Edgehill Farms,28,Entregas,2016-04-12
2016-04-12 09:34:00,04-12-2016 09:53,Negocio,Cary,Raleigh,89,Reunião,2016-04-12
2016-04-12 10:58:00,04-12-2016 11:18,Negocio,Meredith,Cedar Hill,75,Visita Ao Cliente,2016-04-12
2016-04-12 12:22:00,04-12-2016 12:44,Negocio,Raleigh,Morrisville,159,Reunião,2016-04-12
2016-04-12 13:42:00,04-12-2016 14:01,Negocio,Morrisville,Cary,65,Alimentação,2016-04-12
2016-04-14 07:29:00,04-14-2016 8:09,Negocio,Cary,Holly Springs,153,Parada Temporária,2016-04-14
2016-04-14 16:00:00,04-14-2016 16:43,Negocio,Holly Springs,Cary,137,Parada Temporária,2016-04-14
2016-04-15 11:36:00,04-15-2016 12:07,Negocio,Cary,Raleigh,119,Parada Temporária,2016-04-15
2016-04-15 12:29:00,04-15-2016 12:32,Negocio,Meredith Townes,Harden Place,14,Entregas,2016-04-15
2016-04-15 14:31:00,04-15-2016 15:01,Negocio,Raleigh,Cary,152,Reunião,2016-04-15
2016-04-16 12:59:00,04-16-2016 13:17,Negocio,Cary,Morrisville,6,Entregas,2016-04-16
2016-04-16 15:10:00,04-16-2016 15:26,Negocio,Morrisville,Cary,61,Alimentação,2016-04-16
2016-04-19 17:44:00,04-19-2016 18:08,Negocio,Whitebridge,Wayne Ridge,82,Alimentação,2016-04-19
2016-04-19 19:57:00,04-19-2016 20:19,Negocio,Wayne Ridge,Whitebridge,8,Alimentação,2016-04-19
2016-04-22 08:25:00,04-22-2016 9:04,Negocio,Cary,Raleigh,136,Reunião,2016-04-22
2016-04-22 10:10:00,04-22-2016 10:40,Negocio,Raleigh,Cary,225,Reunião,2016-04-22
2016-04-22 12:08:00,04-22-2016 12:28,Negocio,Cary,Durham,104,Reunião,2016-04-22
2016-04-22 13:02:00,04-22-2016 13:26,Negocio,Durham,Cary,10,Reunião,2016-04-22
2016-04-23 17:03:00,04-23-2016 17:16,Negocio,Whitebridge,Tanglewood,6,Alimentação,2016-04-23
2016-04-23 18:49:00,04-23-2016 19:05,Negocio,Tanglewood,Whitebridge,65,Alimentação,2016-04-23
2016-04-24 19:07:00,04-24-2016 19:16,Negocio,Cary,Morrisville,31,Entregas,2016-04-24
2016-04-24 19:46:00,04-24-2016 19:52,Negocio,Chessington,Chessington,19,Entregas,2016-04-24
2016-04-24 21:41:00,04-24-2016 21:50,Negocio,Morrisville,Cary,42,Entre Escritórios,2016-04-24
2016-04-27 13:30:00,04-27-2016 13:40,Negocio,Whitebridge,Burtrose,49,Entre Escritórios,2016-04-27
2016-04-27 14:13:00,04-27-2016 14:25,Negocio,Burtrose,Whitebridge,48,Entre Escritórios,2016-04-27
2016-04-28 12:09:00,04-28-2016 12:34,Negocio,Cary,Raleigh,124,Visita Ao Cliente,2016-04-28
2016-04-28 13:30:00,04-28-2016 13:49,Negocio,Raleigh,Cary,328,Visita Ao Cliente,2016-04-28
2016-04-28 22:10:00,04-28-2016 22:28,Negocio,Morrisville,Cary,55,Visita Ao Cliente,2016-04-28
2016-04-29 11:44:00,04-29-2016 12:01,Negocio,Cary,Durham,99,Reunião,2016-04-29
2016-04-29 13:13:00,04-29-2016 13:34,Negocio,Durham,Cary,10,Reunião,2016-04-29
2016-04-29 18:46:00,04-29-2016 19:18,Negocio,Cary,Durham,142,Visita Ao Cliente,2016-04-29
2016-04-29 22:44:00,04-29-2016 23:19,Negocio,Durham,Cary,182,Reunião,2016-04-29
2016-04-30 18:42:00,04-30-2016 18:57,Negocio,Whitebridge,Waverly Place,77,Alimentação,2016-04-30
2016-04-30 22:16:00,04-30-2016 22:34,Negocio,Waverly Place,Whitebridge,68,Indefinido,2016-04-30
2016-05-01 13:45:00,05-01-2016 13:53,Negocio,Whitebridge,Westpark Place,21,Alimentação,2016-05-01
2016-05-01 14:26:00,05-01-2016 14:31,Negocio,Westpark Place,Whitebridge,23,Indefinido,2016-05-01
2016-05-01 17:33:00,05-01-2016 17:45,Negocio,Whitebridge,Tanglewood,62,Entre Escritórios,2016-05-01
2016-05-01 17:54:00,05-01-2016 18:10,Negocio,Tanglewood,Parkway,75,Reunião,2016-05-01
2016-05-01 22:38:00,05-01-2016 22:49,Negocio,Parkway,Whitebridge,31,Entregas,2016-05-01
2016-05-02 14:14:00,05-02-2016 14:21,Negocio,Whitebridge,Westpark Place,22,Entregas,2016-05-02
2016-05-02 15:37:00,05-02-2016 15:48,Negocio,Westpark Place,Whitebridge,39,Alimentação,2016-05-02
2016-05-03 22:20:00,05-03-2016 22:28,Negocio,Morrisville,Cary,25,Alimentação,2016-05-03
2016-05-04 15:16:00,05-04-2016 15:37,Negocio,Cary,Morrisville,87,Alimentação,2016-05-04
2016-05-04 20:55:00,05-04-2016 21:14,Negocio,Mcvan,Capitol One,145,Entregas,2016-05-04
2016-05-04 21:30:00,05-04-2016 21:36,Negocio,Capitol One,University District,45,Alimentação,2016-05-04
2016-05-04 22:19:00,05-04-2016 22:27,Negocio,University District,Capitol One,5,Alimentação,2016-05-04
2016-05-05 21:24:00,05-05-2016 21:36,Negocio,Seattle,Redmond,142,Alimentação,2016-05-05
2016-05-05 22:34:00,05-05-2016 22:40,Negocio,Redmond,Bellevue,29,Entregas,2016-05-05
2016-05-05 23:55:00,05-06-2016 00:08,Negocio,Bellevue,Seattle,129,Reunião,2016-05-05
2016-05-06 05:47:00,05-06-2016 06:02,Negocio,Capitol One,Mcvan,144,Reunião,2016-05-06
2016-05-06 16:45:00,05-06-2016 16:59,Negocio,Chapel Hill,Morrisville,17,Reunião,2016-05-06
2016-05-06 17:18:00,05-06-2016 17:44,Negocio,Morrisville,Cary,79,Visita Ao Cliente,2016-05-06
2016-05-09 06:08:00,05-09-2016 06:25,Negocio,Cary,Morrisville,84,Visita Ao Cliente,2016-05-09
2016-05-09 14:39:00,05-09-2016 15:06,Negocio,San Francisco,Palo Alto,205,Entre Escritórios,2016-05-09
2016-05-09 17:58:00,05-09-2016 18:26,Negocio,Palo Alto,Sunnyvale,98,Visita Ao Cliente,2016-05-09
2016-05-09 19:35:00,05-09-2016 19:59,Negocio,Sunnyvale,Newark,176,Visita Ao Cliente,2016-05-09
2016-05-10 09:03:00,05-10-2016 09:20,Negocio,Newark,Menlo Park,93,Visita Ao Cliente,2016-05-10
2016-05-10 17:19:00,05-10-2016 17:31,Negocio,Menlo Park,Newark,79,Visita Ao Cliente,2016-05-10
2016-05-11 08:35:00,05-11-2016 09:12,Negocio,Newark,San Francisco,256,Reunião,2016-05-11
2016-05-11 21:47:00,05-11-2016 22:04,Negocio,Morrisville,Cary,81,Reunião,2016-05-11
2016-05-14 18:35:00,05-14-2016 18:39,Negocio,Cary,Morrisville,31,Alimentação,2016-05-14
2016-05-14 23:01:00,05-14-2016 23:05,Negocio,Morrisville,Cary,31,Alimentação,2016-05-14
2016-05-17 13:15:00,05-17-2016 13:23,Negocio,Whitebridge,Preston,28,Entregas,2016-05-17
2016-05-17 13:56:00,05-17-2016 14:08,Negocio,Preston,Westpark Place,27,Entregas,2016-05-17
2016-05-17 14:34:00,05-17-2016 14:40,Negocio,Westpark Place,Whitebridge,19,Entregas,2016-05-17
2016-05-18 09:11:00,05-18-2016 9:41,Negocio,Cary,Morrisville,84,Visita Ao Cliente,2016-05-18
2016-05-18 13:00:00,05-18-2016 13:02,Negocio,Morrisville,Raleigh,76,Visita Ao Cliente,2016-05-18
2016-05-19 14:37:00,05-19-2016 15:01,Negocio,Old City,Parkway Museums,29,Alimentação,2016-05-19
2016-05-20 10:56:00,05-20-2016 11:07,Negocio,Old City,Hog Island,112,Reunião,2016-05-20
2016-05-20 15:43:00,05-20-2016 16:12,Negocio,Morrisville,Cary,82,Alimentação,2016-05-20
2016-05-22 15:39:00,05-22-2016 15:46,Negocio,Cary,Morrisville,3,Alimentação,2016-05-22
2016-05-22 18:46:00,05-22-2016 18:53,Negocio,Morrisville,Cary,25,Alimentação,2016-05-22
2016-05-23 20:19:00,05-23-2016 20:27,Negocio,Whitebridge,Savon Height,36,Alimentação,2016-05-23
2016-05-23 21:09:00,05-23-2016 21:21,Negocio,Savon Height,Whitebridge,36,Entregas,2016-05-23
2016-05-27 20:26:00,05-27-2016 20:30,Negocio,Whitebridge,Kildaire Farms,45,Entregas,2016-05-27
2016-05-27 20:47:00,05-27-2016 20:53,Negocio,Savon Height,Kilarney Woods,12,Indefinido,2016-05-27
2016-05-27 22:11:00,05-27-2016 22:14,Negocio,Kilarney Woods,Kildaire Farms,17,Entregas,2016-05-27
2016-05-28 00:15:00,05-28-2016 0:21,Negocio,Kilarney Woods,Whitebridge,47,Entregas,2016-05-28
2016-05-28 12:52:00,05-28-2016 13:06,Negocio,Cary,Morrisville,61,Alimentação,2016-05-28
2016-05-28 14:35:00,05-28-2016 15:04,Negocio,Morrisville,Cary,113,Visita Ao Cliente,2016-05-28
2016-05-31 13:54:00,05-31-2016 14:41,Negocio,Cary,Raleigh,149,Reunião,2016-05-31
2016-05-31 16:02:00,05-31-2016 16:39,Negocio,Raleigh,Cary,14,Reunião,2016-05-31
2016-05-31 17:50:00,05-31-2016 17:59,Negocio,Westpark Place,Whitebridge,18,Indefinido,2016-05-31
2016-06-01 10:19:00,06-01-2016 10:47,Negocio,Cary,Morrisville,67,Visita Ao Cliente,2016-06-01
2016-06-01 13:10:00,06-01-2016 13:39,Negocio,Morrisville,Cary,96,Reunião,2016-06-01
2016-06-03 11:29:00,06-03-2016 11:49,Negocio,Cary,Durham,104,Reunião,2016-06-03
2016-06-03 13:08:00,06-03-2016 13:38,Negocio,Durham,Cary,99,Reunião,2016-06-03
2016-06-03 15:31:00,06-03-2016 15:54,Negocio,Cary,Morrisville,6,Alimentação,2016-06-03
2016-06-03 18:14:00,06-03-2016 18:29,Negocio,Townes at Everett Crossing,Chessington,33,Entregas,2016-06-03
2016-06-03 18:41:00,06-03-2016 18:53,Negocio,Morrisville,Cary,31,Entregas,2016-06-03
2016-06-03 19:36:00,06-03-2016 19:42,Negocio,Huntington Woods,Weston,17,Entregas,2016-06-03
2016-06-03 22:47:00,06-03-2016 23:06,Negocio,Morrisville,Cary,4,Entre Escritórios,2016-06-03
2016-06-05 14:03:00,06-05-2016 14:33,Negocio,Whitebridge,Savon Height,78,Visita Ao Cliente,2016-06-05
2016-06-05 15:06:00,06-05-2016 15:22,Negocio,Cary,Morrisville,78,Visita Ao Cliente,2016-06-05
2016-06-05 15:57:00,06-05-2016 16:08,Negocio,Weston,Weston,38,Alimentação,2016-06-05
2016-06-05 18:05:00,06-05-2016 18:14,Negocio,Morrisville,Cary,25,Alimentação,2016-06-05
2016-06-05 21:53:00,06-05-2016 22:05,Negocio,Cary,Durham,99,Reunião,2016-06-05
2016-06-05 23:52:00,06-06-2016 00:08,Negocio,Durham,Cary,99,Reunião,2016-06-05
2016-06-06 15:36:00,06-06-2016 15:45,Negocio,Whitebridge,Hazelwood,3,Entregas,2016-06-06
2016-06-06 16:16:00,06-06-2016 16:24,Negocio,Hazelwood,Whitebridge,24,Entregas,2016-06-06
2016-06-06 20:06:00,06-06-2016 20:20,Negocio,Cary,Apex,57,Alimentação,2016-06-06
2016-06-06 21:08:00,06-06-2016 21:37,Negocio,Apex,Cary,72,Alimentação,2016-06-06
2016-06-06 21:41:00,06-06-2016 22:00,Negocio,Cary,Durham,104,Reunião,2016-06-06
2016-06-06 23:34:00,06-06-2016 23:48,Negocio,Durham,Cary,99,Reunião,2016-06-06
2016-06-07 21:42:00,06-07-2016 22:00,Negocio,Cary,Durham,104,Reunião,2016-06-07
2016-06-07 23:41:00,06-08-2016 00:04,Negocio,Durham,Cary,99,Reunião,2016-06-07
2016-06-08 08:23:00,06-08-2016 08:53,Negocio,Cary,Morrisville,87,Alimentação,2016-06-08
2016-06-08 12:04:00,06-08-2016 13:01,Negocio,Jamaica,New York,223,Entregas,2016-06-08
2016-06-08 13:12:00,06-08-2016 13:29,Negocio,Seaport,Gramercy-Flatiron,33,Alimentação,2016-06-08
2016-06-08 14:31:00,06-08-2016 14:37,Negocio,Medical Centre,Tudor City,7,Entregas,2016-06-08
2016-06-08 16:55:00,06-08-2016 17:11,Negocio,Rose Hill,Soho,25,Alimentação,2016-06-08
2016-06-08 17:16:00,06-08-2016 17:18,Negocio,Soho,Tribeca,5,Entregas,2016-06-08
2016-06-08 17:59:00,06-08-2016 18:05,Negocio,Tribeca,Financial District,9,Entregas,2016-06-08
2016-06-08 20:11:00,06-08-2016 20:25,Negocio,Financial District,Kips Bay,48,Entregas,2016-06-08
2016-06-10 15:19:00,06-10-2016 16:28,Negocio,New York,Jamaica,163,Reunião,2016-06-10
2016-06-10 21:47:00,06-10-2016 22:04,Negocio,Cary,Durham,104,Reunião,2016-06-10
2016-06-10 23:53:00,06-11-2016 00:01,Negocio,Durham,Cary,99,Reunião,2016-06-10
2016-06-11 17:08:00,06-11-2016 17:16,Negocio,Cary,Morrisville,37,Entregas,2016-06-11
2016-06-11 17:34:00,06-11-2016 17:39,Negocio,Morrisville,Cary,46,Alimentação,2016-06-11
2016-06-11 17:50:00,06-11-2016 17:56,Negocio,Westpark Place,Whitebridge,17,Indefinido,2016-06-11
2016-06-11 21:45:00,06-11-2016 22:04,Negocio,Cary,Durham,104,Reunião,2016-06-11
2016-06-11 23:39:00,06-12-2016 00:05,Negocio,Durham,Cary,99,Reunião,2016-06-11
2016-06-12 19:53:00,06-12-2016 19:56,Negocio,Cary,Morrisville,25,Alimentação,2016-06-12
2016-06-12 20:05:00,06-12-2016 20:16,Negocio,Morrisville,Cary,43,Entregas,2016-06-12
2016-06-12 21:58:00,06-12-2016 22:19,Negocio,Parkway,Whitebridge,28,Entregas,2016-06-12
2016-06-13 05:23:00,06-13-2016 5:42,Negocio,Cary,Morrisville,84,Alimentação,2016-06-13
2016-06-13 14:17:00,06-13-2016 14:46,Negocio,Oakland,Emeryville,132,Reunião,2016-06-13
2016-06-13 18:08:00,06-13-2016 18:47,Negocio,Emeryville,Berkeley,39,Alimentação,2016-06-13
2016-06-13 18:54:00,06-13-2016 19:23,Negocio,Berkeley,Oakland,51,Alimentação,2016-06-13
2016-06-13 20:00:00,06-13-2016 20:05,Negocio,Oakland,Unknown Location,52,Visita Ao Cliente,2016-06-13
2016-05-14 12:03:00,05-14-2016 12:21,Negocio,Emeryville,San Francisco,98,Indefinido,2016-05-14
2016-05-14 16:09:00,05-14-2016 16:39,Negocio,San Francisco,Emeryville,116,Reunião,2016-05-14
2016-05-14 17:15:00,05-14-2016 17:24,Negocio,Emeryville,Oakland,51,Reunião,2016-05-14
2016-05-14 17:27:00,05-14-2016 17:57,Negocio,Downtown,Bay Farm Island,93,Entregas,2016-05-14
2016-05-15 01:46:00,05-15-2016 2:06,Negocio,Kenner,New Orleans,124,Entre Escritórios,2016-05-15
2016-05-15 15:26:00,05-15-2016 15:34,Negocio,CBD,Lower Garden District,19,Entre Escritórios,2016-05-15
2016-05-15 16:37:00,05-15-2016 17:02,Negocio,Lower Garden District,Lakeview,64,Visita Ao Cliente,2016-05-15
2016-05-15 17:29:00,05-15-2016 17:49,Pessoal,Lakeview,Storyville,55,Indefinido,2016-05-15
2016-05-15 19:52:00,05-15-2016 19:58,Negocio,Storyville,Faubourg Marigny,15,Alimentação,2016-05-15
2016-05-16 13:36:00,05-16-2016 14:30,Negocio,New Orleans,Metairie,145,Indefinido,2016-05-16
2016-05-16 14:42:00,05-16-2016 14:46,Negocio,Metairie,Kenner,27,Indefinido,2016-05-16
2016-05-16 15:17:00,05-16-2016 15:41,Negocio,Kenner,New Orleans,15,Indefinido,2016-05-16
2016-05-16 19:39:00,05-16-2016 19:56,Negocio,New Orleans,Kenner,129,Indefinido,2016-05-16
2016-05-16 21:43:00,05-16-2016 21:56,Negocio,Kenner,New Orleans,136,Indefinido,2016-05-16
2016-05-17 16:11:00,05-17-2016 16:44,Negocio,New Orleans,Kenner,122,Indefinido,2016-05-17
2016-05-18 00:29:00,05-18-2016 0:51,Negocio,Morrisville,Cary,87,Indefinido,2016-05-18
2016-05-19 02:39:00,05-19-2016 2:50,Negocio,Cary,Raleigh,6,Indefinido,2016-05-19
2016-05-19 05:51:00,05-19-2016 6:00,Negocio,Raleigh,Cary,59,Indefinido,2016-05-19
2016-06-21 15:39:00,06-21-2016 16:08,Negocio,Cary,Raleigh,193,Indefinido,2016-06-21
2016-06-21 17:11:00,06-21-2016 18:02,Negocio,Raleigh,Cary,166,Alimentação,2016-06-21
2016-06-24 10:41:00,06-24-2016 10:57,Negocio,Whitebridge,Waverly Place,71,Alimentação,2016-06-24
2016-06-24 11:54:00,06-24-2016 12:01,Negocio,Waverly Place,Macgregor Downs,21,Alimentação,2016-06-24
2016-06-24 12:19:00,06-24-2016 12:37,Negocio,Cary,Raleigh,86,Entregas,2016-06-24
2016-06-24 12:50:00,06-24-2016 13:12,Negocio,Raleigh,Morrisville,9,Entregas,2016-06-24
2016-06-24 13:18:00,06-24-2016 13:27,Negocio,Morrisville,Cary,31,Entregas,2016-06-24
2016-06-24 14:01:00,06-24-2016 14:20,Negocio,Cary,Morrisville,84,Parada Temporária,2016-06-24
2016-06-24 20:44:00,06-24-2016 21:02,Negocio,Kenner,New Orleans,128,Indefinido,2016-06-24
2016-06-25 09:03:00,06-25-2016 9:12,Negocio,CBD,Bywater,45,Indefinido,2016-06-25
2016-06-25 09:15:00,06-25-2016 10:08,Negocio,New Orleans,Chalmette,118,Entre Escritórios,2016-06-25
2016-06-25 10:18:00,06-25-2016 10:25,Negocio,Chalmette,Arabi,11,Entregas,2016-06-25
2016-06-25 10:50:00,06-25-2016 11:18,Negocio,Arabi,Metairie,17,Alimentação,2016-06-25
2016-06-25 11:25:00,06-25-2016 11:34,Negocio,Pontchartrain Shores,Pontchartrain Shores,17,Reunião,2016-06-25
2016-06-25 11:53:00,06-25-2016 13:21,Negocio,Metairie,New Orleans,155,Reunião,2016-06-25
2016-06-25 19:47:00,06-25-2016 19:58,Negocio,Storyville,Marigny,16,Indefinido,2016-06-25
2016-06-25 23:19:00,06-25-2016 23:26,Negocio,Marigny,Storyville,15,Indefinido,2016-06-25
2016-06-26 17:43:00,06-26-2016 18:18,Negocio,New Orleans,Kenner,126,Reunião,2016-06-26
2016-06-26 18:45:00,06-26-2016 19:12,Negocio,Pontchartrain Shores,Pontchartrain Shores,48,Indefinido,2016-06-26
2016-06-26 19:41:00,06-26-2016 19:50,Negocio,Kenner,Kenner,22,Indefinido,2016-06-26
2016-06-26 21:14:00,06-26-2016 21:42,Negocio,Kenner,New Orleans,13,Indefinido,2016-06-26
2016-06-27 07:37:00,06-27-2016 8:48,Negocio,New Orleans,Covington,469,Indefinido,2016-06-27
2016-06-27 08:51:00,06-27-2016 9:00,Negocio,Covington,Covington,25,Indefinido,2016-06-27
2016-06-27 09:05:00,06-27-2016 9:33,Negocio,Covington,Covington,86,Indefinido,2016-06-27
2016-06-27 09:43:00,06-27-2016 10:08,Negocio,Covington,Covington,52,Indefinido,2016-06-27
2016-06-27 10:22:00,06-27-2016 10:39,Negocio,Covington,Covington,76,Indefinido,2016-06-27
2016-06-27 10:51:00,06-27-2016 10:58,Negocio,Covington,Covington,18,Indefinido,2016-06-27
2016-06-27 11:06:00,06-27-2016 11:24,Negocio,Covington,Mandeville,47,Indefinido,2016-06-27
2016-06-27 11:30:00,06-27-2016 11:42,Negocio,Mandeville,Mandeville,28,Indefinido,2016-06-27
2016-06-27 12:22:00,06-27-2016 13:02,Negocio,Mandeville,Metairie,30,Indefinido,2016-06-27
2016-06-27 13:56:00,06-27-2016 14:05,Negocio,Metairie,Kenner,44,Indefinido,2016-06-27
2016-06-27 21:09:00,06-27-2016 21:19,Negocio,Jamestown Court,Jamestown Court,1,Indefinido,2016-06-27
2016-06-28 00:48:00,06-28-2016 1:05,Negocio,Morrisville,Cary,82,Visita Ao Cliente,2016-06-28
2016-06-28 20:13:00,06-28-2016 20:33,Negocio,Cary,Durham,104,Reunião,2016-06-28
2016-06-28 23:34:00,06-28-2016 23:59,Negocio,Durham,Cary,99,Reunião,2016-06-28
2016-06-28 23:34:00,06-28-2016 23:59,Negocio,Durham,Cary,99,Reunião,2016-06-28
2016-06-29 08:56:00,06-29-2016 9:24,Negocio,Cary,Morrisville,73,Indefinido,2016-06-29
2016-06-29 10:22:00,06-29-2016 10:38,Negocio,Morrisville,Cary,74,Indefinido,2016-06-29
2016-06-29 11:49:00,06-29-2016 11:51,Negocio,Whitebridge,Westpark Place,16,Indefinido,2016-06-29
2016-06-29 12:11:00,06-29-2016 12:16,Negocio,Westpark Place,Whitebridge,18,Indefinido,2016-06-29
